experimentID,eventID,nodeID,requestTimeFromVM,startTimeFromLambda,newcontainer,targetStartTime
50f3cf72-512a-4f77-b916-e0042ec013bb,0,Worker1,0.318115234375,30.001220703125,0,0
50f3cf72-512a-4f77-b916-e0042ec013bb,1,Worker1,2.210205078125,26.001220703125,0,2
50f3cf72-512a-4f77-b916-e0042ec013bb,2,Worker1,4.271240234375,29.001220703125,0,4
50f3cf72-512a-4f77-b916-e0042ec013bb,3,Worker1,6.1533203125,30.001220703125,0,6
50f3cf72-512a-4f77-b916-e0042ec013bb,4,Worker1,8.1611328125,31.001220703125,0,8
50f3cf72-512a-4f77-b916-e0042ec013bb,5,Worker1,11.647216796875,41.001220703125,0,10
50f3cf72-512a-4f77-b916-e0042ec013bb,6,Worker1,12.88720703125,36.001220703125,0,12
50f3cf72-512a-4f77-b916-e0042ec013bb,7,Worker1,14.145263671875,28.001220703125,0,14
50f3cf72-512a-4f77-b916-e0042ec013bb,8,Worker1,16.13720703125,129.001220703125,0,16
50f3cf72-512a-4f77-b916-e0042ec013bb,9,Worker1,18.149169921875,32.001220703125,0,18
50f3cf72-512a-4f77-b916-e0042ec013bb,10,Worker1,20.166259765625,36.001220703125,0,20
50f3cf72-512a-4f77-b916-e0042ec013bb,11,Worker1,22.19921875,38.001220703125,0,22
50f3cf72-512a-4f77-b916-e0042ec013bb,12,Worker1,24.29833984375,49.001220703125,0,24
50f3cf72-512a-4f77-b916-e0042ec013bb,13,Worker1,26.158203125,42.001220703125,0,26
50f3cf72-512a-4f77-b916-e0042ec013bb,14,Worker1,28.145263671875,58.001220703125,0,28
50f3cf72-512a-4f77-b916-e0042ec013bb,15,Worker1,30.3291015625,53.001220703125,0,30
50f3cf72-512a-4f77-b916-e0042ec013bb,16,Worker1,32.148193359375,51.001220703125,0,32
50f3cf72-512a-4f77-b916-e0042ec013bb,17,Worker1,34.226318359375,55.001220703125,0,34
